reviews.text,reviews.rating
I bought this thing refurbished. I find that I have to unplug / plug back in the HDMI cable on a regular basis when switching inputs on the TV. Not sure if it is the Amazon Fire box itself or if it is the TV (Not likely).Otherwise it is a good device. I bought it for the ability to hard wire my Ethernet connection to my gigabit switch and for 4K capabilities which it does do. Having the Alexa app is handy but her features can be severely handicapped.I probably should have just bought it new..... usually refurbished devices work well as they are tested before resale and it was probably tough to catch that the HDMI port on these might be finicky. I may have to switch it out.,2.0
"Hopefully, this will at least work as an e-reader. Otherwise, Amazon has it locked up so tight one cannot do much else with it. And, even with my fiber optic Wi-Fi it is slower than cold molasses in January in Canada. Well, I needed a Kindle e-reader and for $40 that is ok.",1.0
"I bought this product for my three-year-old son. The operating system is slightly complicated unlike the user-friendly iPad. Fortunately, it serves it's purpose as there are many books, apps, and movies fingertips.",3.0
The Kindle is better than the older version in the fact that I have used it a lot with game apps for the kids and it was bogged down with memory being used up but I held out on purchasing a new one the scores and in app purchases won't transfer to the new one so I got the new one and it works fast updates apps camera is not so good but all and all 3 stars,3.0
This item is no good... will only last for 3 months & amazon basically tells you to f*** off,1.0
Bought two of them first one would not charge after the first day. The second one The screen went blank so I have to return it now only after a couple of days of use. Will not purchase any more of this kind.,1.0
"Amazon Fire is doing its job. Kids play games, access internet. Slower onside of streaming",3.0
"charging port fault appeared in tablet after 2 weeks of purchase from BB, I went to BB store for warranty claim, they said to contact Amazon for any issue, Amazon said they didn't recognise my order in their system. Ended without any remedy.",1.0
"This Amazon Fire is fine for just reading and minimal research and investigative work. Apart from e-reading, it is slow and unresponsive.",2.0
I already had an iPad and just bought this to see what all the fuss was about. Haven't used it hardly ever.,3.0
Didn't do all that I wanted it to but it is sufficient for my 8 year old son.,3.0
This tablet is great for minimal use for a child. It is slow so I wouldn't recommend it for an adult.,3.0
So I got this for my nephew mostly for books for school and games but he tends to get anoid with it cause the internet connection that it picks up doesn't stay but other than that great,3.0
The thing broke within the first week. The charging port was bent and it wouldn't charge.,2.0
The usablity wise good but install the Google store is messy,3.0
"This tablet conked out on me the first day I powered it on. The Amazon symbol came up and never went past that screen. I was highly annoyed because I purchased it as a first to send it out of the country. My biggest mistake was trusting that everything would work fine, instead I should've powered on the device to ensure everything was fine.",2.0
Bought another one because first one stopped working. Seems to match the cheap price. Made cheaply.,3.0
"Lot of ads from amazon. Other than that, good for light use",3.0
Got this as a gift for a friend. She had a little issue trying to set up at first but got it going eventually,3.0
Considering this was under fifty dollars I am satisfied with it.,3.0
It's amazing how much this inexpensive tablet can do. Slower than my iPad and I wish it had vudu but can't complain with a price tag under $50.,3.0
"i got this tablet for traveling. Just games, reading, stuff like that so I didn't need anything fancy. It works but it lags on games and the battery life is horrible.",3.0
